"time","user","text"
"Sun Jun 07 18:03:13 PDT 2009","lewdindsey","wishes rosiewas here with me "
"Mon Jun 22 12:26:52 PDT 2009","dar_LOL","i opened up sour patch kids and everything in there was yellow and orange  BOO!!!!!!"
"Sat Jun 20 12:30:11 PDT 2009","natalierainbow","wow how come everyone gets bored of loving me?? "
"Fri May 29 10:11:18 PDT 2009","Marie_Torture","@mishacollins hey misha!!! I think that you're awesome!!! I like to read some of your work  and... take care, have a funny friday ?"
"Tue May 26 22:49:42 PDT 2009","mpsinger","Back from the 'quatch, rock'n'roll don't stop...@ New York Dolls at Berbati's, and man, it looks like a local band is playing "
"Wed Jun 17 08:05:49 PDT 2009","davidyell","I think I've broken my repo by moving it from OSX to Vista. It thinks everything is new, even with config.autocrlf true "
"Sat May 30 19:38:32 PDT 2009","cleazenby","@veronicaguirre what's the sagitarious(sp?) look like for today?! "
"Wed Jun 03 01:47:25 PDT 2009","aleeng_che","Lucnh.Sleep 2,5 h tday only  Party tonight! EXAM ON FRIDAY FFS! Later Cleaning the house, laundry, cook food.NEED SLEEP! Pick up S."
"Sat Jun 20 15:28:46 PDT 2009","sorcha_d","@ddlovato Demi it just happened to me  It sucks. . please reply"
"Sun May 31 23:51:59 PDT 2009","ablackpanda","@sgBEAT:bluepirate thank you for the meal! "
"Tue Jun 16 10:22:22 PDT 2009","Soire","@cdnstar Not paved yet. "
"Tue Jun 16 05:04:14 PDT 2009","cassn","exploring early childhood assignment  due in 13 days, im gonna start it now "
"Sat Jun 06 22:27:15 PDT 2009","joeybahamas","@Chaddbreon if that's what you know then that's what is...it's sad though "
"Tue Jun 16 02:56:52 PDT 2009","cheesetal","@harh42 You can do it "
"Sat Jun 20 01:37:08 PDT 2009","kendall_paige","Sad that i have been gone for a week missing my puppy and tomorrow i have to leave again for a week "
"Sat May 02 22:03:34 PDT 2009","prayercircles","Caught my train with 5 minutes to spare  Pray for Peter and that our trip back today will be uneventful. Nap time... http://bit.ly/JvZmS"
"Sat Jun 06 02:51:09 PDT 2009","Niaa_x","I can't go back to sleeep  cz I have meeeting at 12! NOT FAIR!!!"
"Thu May 14 04:30:49 PDT 2009","Aaudi","didnt know things would turned out this way. so i guess its a bye already? no ho ho nooooo dont go "
"Mon Jun 15 05:58:51 PDT 2009","JasonWelch","@kevinrose whenever you decide to move to Portland, your all set:  Tea Zone - 510 NW 11th Ave Portland, OR 97209  "
"Sun May 10 05:28:26 PDT 2009","mrkswntr","Happy Mothers Day mommy "
"Tue Jun 02 17:20:41 PDT 2009","KristinaDelane","@aubreywherry i wonder why it isnt showing up  aww man"
"Sun May 31 17:44:26 PDT 2009","_dicky","working. finally found the inspiration to get this shit done "
"Tue Jun 16 07:31:23 PDT 2009","KNAN","After this, I have 2 more tweets to go, before I hit 1000 updates "
"Sat Jun 20 03:43:34 PDT 2009","jimmy1712","Oh joy conductor has just spilt tea an grapefruit juice all over me  #virgintrains"
"Mon Jun 22 14:29:40 PDT 2009","gijaime","Going back to work on the paper that was due yesterday...  "
"Sun Jun 07 20:41:51 PDT 2009","leyeaaah","@notbianca Is your schedule, okay? "
"Fri Jun 19 18:58:05 PDT 2009","flyingwithhim","Today is a black day.  Listening White Horses, by Taylor Swift.  I fell very sad "
"Sun Jun 07 19:17:38 PDT 2009","RWAneesa","@spanishcuti3 u suck "
"Mon Jun 15 01:06:52 PDT 2009","_GlamGoddess","#iremember...all the fun i had at ST MATTHEW "
"Sat Jun 06 23:01:46 PDT 2009","JaySunshine","i dont think he likes me anymore....  LoL.....URGH hahahahahaha ROTFL"
"Mon Jun 01 02:40:44 PDT 2009","djmunchkin","@GumpusMaximus its a nice change innit "
"Fri May 29 18:31:50 PDT 2009","rosieb1221","@ballinforsure lmaooo good glad to know "
"Fri Jun 19 06:05:04 PDT 2009","TaraMGill","toastie's broke, its all sticking  i've had no lunch! "
"Mon Jun 01 00:54:02 PDT 2009","poteresant","alright!. back to twitter.  and I'm using twitterfox again. "
"Sat May 30 15:21:32 PDT 2009","darkmerrick","@linadarkly D'oh, I HAVE seen the third one. I think we own it actually. And YES. (although both those things are looking less likely now "
"Sun Apr 19 09:45:14 PDT 2009","salchani","Wish everyone a Fantastic Sunday!! Gotta get off 2 church, i luv it! we're like family.. love u ICC!!!!  we're in LA area,all r welcome!!"
"Thu Jun 04 22:29:02 PDT 2009","apeek06","night, night sleep tight. time to turn out lights, sleep in ur bed &amp; rest ur furry head. lmao. my fave. "
"Fri May 29 00:13:05 PDT 2009","Damiex","fell asleep waiting for my ride! "
"Wed Jun 17 14:15:33 PDT 2009","ghxststories","@aschernathan Rubbish! I need to fix my itunes since i delete and had to redo it all, I have about 13 of each artist "
"Thu Jun 25 02:42:29 PDT 2009","sprky","@BusError  My plug managed to kill my laptop so I'm a little wary of using it at all anymore "
"Mon Apr 20 02:03:03 PDT 2009","ElenaBryhn","The sun is shining.   "
"Tue Jun 02 06:02:21 PDT 2009","JackyeV","ate too much last night "
"Sun Jun 07 10:19:49 PDT 2009","paige_elise","@mstutt1 Sounds like a really good day!!! "
"Sat May 30 12:52:52 PDT 2009","magicbutterfly","@SUZANNEARLING I love Lord Of The Rings too! "
"Fri May 29 20:49:41 PDT 2009","iama1ice","@MaxBuddy You look quite majestic in the photo  I want to pet you!"
"Mon May 11 21:43:26 PDT 2009","markcalabio","Working on the rome movie...which is due in a week hahahaha! Never to be said, MJBC has left twitter for the night! "
"Thu May 28 23:52:26 PDT 2009","vanessaleighh","@ddlovato, ahhhhhhh so excited for july 21 (: ecxept stupid australia won't get it til like decembbberrrrrrrr  but stilll ahhh! congratss."
"Tue Jun 16 03:49:38 PDT 2009","mouthclipper","@VALmoo so sorry my dear "
"Sun May 31 11:29:59 PDT 2009","melanieknows","@aaaaabbey 30 minutes for that reason and more and i went and got a shake and rented movies "
"Mon Jun 15 06:47:30 PDT 2009","alixandramarric","@missoliviaa I was thinking the same thing, but to my tangers of course "
"Fri Jun 05 16:25:25 PDT 2009","samandireneshow","@randomsunny i know, it was such a sad movie  i almost cried!"
"Sat Jun 20 15:21:07 PDT 2009","quackadoodle","@TammyM5 I *NEED* new teeth  screwed up wisdoms ruining the rest of my teeth... all rotten and broken now.. (on top of the missing front.."
"Sat Jun 06 11:53:14 PDT 2009","Persnikiti","Just fell out of the shower and almost broke my legs "
"Thu May 21 23:52:42 PDT 2009","nicgaskell","Feeling rather rubbish this morn and already want the day to be over "
"Sun Apr 19 07:14:47 PDT 2009","JeepGurl1970","Good luck to all those braving the crowds at the SunRun this morning  "
"Sun Jun 07 15:32:56 PDT 2009","AYEkim","@canskates: EWWW, I don't want to repeat what I just saw "
"Mon Jun 01 01:41:52 PDT 2009","mohdrafie","@PaulaDauncey It was for good. No worries "
"Tue Apr 07 04:32:31 PDT 2009","zerosandones","Dear Pidgin development team: Please please please can we have a notify for the IRC client, as I never read it until they have gone again "
"Sat May 02 23:39:58 PDT 2009","jujubeanx","new phone "
"Fri May 29 23:10:31 PDT 2009","ohyeashelby","Watching movies with my best friends "
"Tue Jun 16 07:27:08 PDT 2009","skyladawn","You know, I shouldn't have to educate the Dutch on Lethal Weapon JUST to get one of my jokes...  "
"Sat Jun 06 11:59:47 PDT 2009","PolaScheps","@nileylove21 yeah, that's right. i'm from argentina  wich part of &quot;west coast&quot;? hehe i mean.. with state? or city?"
"Sun Jun 07 16:49:26 PDT 2009","TGrantPhoto","...great time at today's photo shoot....lots of wonderful shots...I forgot to bring sunscreen for myself though  "
"Sun May 31 13:50:39 PDT 2009","chantalbrown80","my twitterberry hasn't been working  haven't been able to update"
"Thu May 14 06:03:05 PDT 2009","maxlagos","@HeatherShea funny, sounds exactly like my kids "
"Mon Jun 01 12:03:30 PDT 2009","Lireza","In the mood for cleaning  then hit the golf range"
"Thu Jun 25 01:44:58 PDT 2009","lhengsxoxo","hell i don't know what to do "
"Wed Jun 03 05:42:37 PDT 2009","NEXIndi","Classmates = FUN &lt;3 I think, this will be a great year. "
"Fri May 22 03:13:38 PDT 2009","Boletteluna","Has a day off..! LOVE IT.. Going shopping and afterwords to the gym "
"Fri Jun 19 22:44:33 PDT 2009","Drewmega","@Moonsinger yeah...but i do miss the hair...it was my trademark "
"Sat Jun 20 02:57:36 PDT 2009","Laurenzodoodle","its quite depressing, tbh. "
"Sun May 31 04:02:41 PDT 2009","escribitionist","@lola_Ge  looks like you always have chocolate with you, huh? hehehhee.. give me just a piece, please. :p"
"Mon Jun 15 06:55:24 PDT 2009","mariakaffa","NOOOOO! NIN mustn't stop! Horrible news! "
"Sat Jun 06 06:11:29 PDT 2009","JinOhChoi","@Emity I totally agree with you. And on a weekend, I say 10am. "
"Fri May 29 00:03:33 PDT 2009","theanand","@vivzy yeps...just for today though  I badly wanted to do some geek-shopping..."
"Sat May 30 19:52:05 PDT 2009","azhighbeemz","@  dA tWitt.vERSe ...  sO I gESs no oNe is cOMiNg 2 my pAChAiNGa!! *sighs* LoL !!"
"Sun May 31 07:50:25 PDT 2009","Emma_louise_","@jakeofsight jakeeee, have a good show tonight. Gutted we ain't coming to the last one  thanks for making tour amazing xx"
"Sat May 16 23:35:16 PDT 2009","japaowackee","@lindtdale the concert was great right? How you doin man? "
"Sun May 10 20:01:34 PDT 2009","edwil","@jeweljk Have a good evening, happy Mom's day. "
"Wed Jun 03 07:56:51 PDT 2009","zenasay","@leelouz am back!! was at ballet.. still getting the hang of it "
"Sun Apr 19 06:29:14 PDT 2009","stacey79","@donniewahlberg We know you always have us, the fans, in mind. "
"Mon May 18 05:50:23 PDT 2009","leuler","Exciting day. Intern starts today, and I'm NOT the mentor this year! Woo!! I have a feeling I'm gonna be dragged in anyway.   "
"Sat Jun 06 21:22:06 PDT 2009","JoanneNZ","finally got my WOF. now i have no money "
"Sat May 02 10:48:14 PDT 2009","joeKing07","metrics till monday "
"Tue Jun 02 18:10:21 PDT 2009","wymesei","A twitter bot hit me for using the word c*uddle in a tweet. My list of bot-safe twitter vocab is fast diminishing. "
"Sun May 10 21:19:44 PDT 2009","forbiddenkitten","@jennettemccurdy just saw you on iCarly god you are so funny! haha ps. i freaking love your song &quot;so close&quot; "
"Sat May 30 18:40:17 PDT 2009","screamn4silence","Finally home. Eating cupcakes with the bestie after the most brilliant steak dinner. "
"Fri May 29 23:40:03 PDT 2009","Chloeeexox","@vickynevershout oomg internet is so slow. "
"Mon Jun 15 11:05:49 PDT 2009","natetsmith15","It's raining! "
"Sat May 16 23:00:17 PDT 2009","hOLLyBsWoRLd","Out and about! "
"Sun Jun 14 23:50:09 PDT 2009","krystenpeek","@mzanna i always feel like i must be dreaming... "
"Mon May 18 07:30:25 PDT 2009","Orlovsky","Bah, still no internets. BT have done their job, but @bebroadband  have ballsed up. "
"Sat May 30 14:52:57 PDT 2009","druzilla47","*sigh* think i'm getting a headache. "
"Sun May 10 05:38:28 PDT 2009","DynieS","Happy mother's day!  &amp; esp to my own mom, i wish eu a blissful life and thank you so much for giving birth to me. Love ya so much!"
"Mon Jun 01 17:31:45 PDT 2009","SarahJaxon","is home after a long day "
"Fri May 22 07:04:34 PDT 2009","ProfAmy","actually at work... better get used to it again! "
"Thu Jun 04 12:55:49 PDT 2009","mamajoss","after THIS kind of week :  http://bit.ly/116Fb3 - I was thrilled to win a pair of #Crocs today!  Needed this turn-around  #crocsfeelgood01"
"Sat May 30 05:58:31 PDT 2009","KimWood","@JohnLauber ha...I can imagine missing REBCPHL peeps ! I did just for lunch, haha  Glad you had fun !"
"Sat Jun 06 17:49:16 PDT 2009","robbyx4595","@H2OCena i finally got it to download but it says the server is full, ill keep trying. "
"Sun May 31 10:21:41 PDT 2009","MissJuly86","My HS Jazz band did this *cough* 26 yrs. ago.  @Sinfonian may recognize this.   Dedicated to Jim and Dean. Bl... ♫ http://blip.fm/~7dqk4"
"Tue Jun 16 04:11:16 PDT 2009","YPH_Patrick","new video to my youphonehelp channel its pretty cool i hope you enjoy what ya see and hope you subscribe to my new channel "
"Sat Jun 20 06:39:02 PDT 2009","crimmFTW","didn't know getting back on a schedule would suck so much "
"Fri Jun 05 09:51:23 PDT 2009","Pentenscribes","@TearlessPoet I like reading your tweets  really a bright part of the day"
"Tue Jun 16 06:30:44 PDT 2009","JessStar_x","@lakeeffectskid I have no idea @jOANNAxeLAiNe hopefully "
"Wed Jun 24 23:35:14 PDT 2009","screbee","Sorry that I tweet alot about poo and fart and toilet... "
"Thu Jun 18 12:34:41 PDT 2009","logonaniket","@FoneArena  Can U tell me, where N96(FP2) stores Music Files info and ID tags which we edit on ph itself..m searchin tht file fr ages "
"Sun May 10 18:54:22 PDT 2009","ginacena","@GingerCoe  ok just read u dont like star wars... i am sad.. "
"Mon May 04 07:50:06 PDT 2009","rigleytab","back to work, blah, blah, blah. I have a bad attitude today "
"Sun Jun 07 02:14:19 PDT 2009","hushyourlips","Had a nice little talk with Joe last night, he can come &amp; stay at mine WHENEVER. "
"Tue Jun 16 18:44:32 PDT 2009","crushdmb","@trekkerguy maybe  i don't really have the money to do much. "
"Sun May 03 20:51:50 PDT 2009","VanessaGTI","@ucf0503 when are we doing NYC? FL and CO are coming up fast for me "
"Fri May 29 15:09:02 PDT 2009","sebhawker","#3wordsaftersex 'I broke it?!?!' lol "
"Mon Jun 01 01:55:10 PDT 2009","Moonpoppy","@Hollowbabes I need to get back on my WiiFit, prefer that to gym - busy workload &amp; living like a Stepford Wife has gotten me off track "
"Thu Jun 04 23:03:04 PDT 2009","hsuthar","@ArtRevel  Yup Great film and yes Marisa Tomei  is hot "
"Sun Jun 07 09:00:39 PDT 2009","nickyjameson","@geekigirl Now, that really sucks! "
"Mon Jun 15 06:39:35 PDT 2009","SkinBintin","I like when famous people follow all their followers back.  why can't more do it?"
"Tue Jun 02 09:01:11 PDT 2009","noudles04","Jonathan is educating himself about Twitter  I'm trying to get him to tweet!!!"
"Tue Jun 02 02:10:38 PDT 2009","BASSCADET0001","Just got free AAA tickets for Britney Spears "
"Tue Jun 16 20:42:49 PDT 2009","fakelife","OW! MY EARS! 4 volume controls and they were all jacked up to 100%. "
"Sun Jun 07 13:17:27 PDT 2009","dorsadorsa","Momma told me, dont take candy from strangers "
"Mon Jun 22 15:42:15 PDT 2009","vinarus","Th�?i tiết nắng mưa thất thư�?ng, rất chi là khó chịu "
"Sun May 31 12:50:32 PDT 2009","demiselfan1369","@m_callahan hey  are u one of demi's BFFS??"
"Wed Jun 24 21:01:58 PDT 2009","MileyCyrus","I'm craving Sushi and Jamba Juice!!!  I miss LA"
"Sun Apr 19 03:12:52 PDT 2009","smartbrain","@proteusguy The courts didn't agree with the democrat party dissolution case, and they were acquitted "
"Tue May 26 22:51:13 PDT 2009","Mirna023","Tweetland...time for bed. Can't run tonight so I'll be up at 6am to do it. Gotta sleep as long as I can. Have a good knight! "
"Mon Jun 01 03:48:53 PDT 2009","ama_prepster35","NO MORE MATHS!! No longer will I have to care about the circumference of circles and finding missing angles...  study leave is good! "
"Sun May 31 03:04:44 PDT 2009","FeathersChapman","@stoom I also enjoy mindful people.  Nice to meet you."
"Fri Jun 05 17:51:37 PDT 2009","MelancholiaKore","Algae are destroying my pool. What do I do "
"Sun May 03 05:18:14 PDT 2009","The12Club","@LMPDJs Even though I hate McD, sometimes it tastes like a blessing  especially after everything around you smells like alcohol "
"Wed Jun 24 23:50:05 PDT 2009","mchaysouk","I can't watch my shows w/out the comp lagging! &amp; I miss my bf! "
"Sat Jun 20 23:33:41 PDT 2009","luvvyluv","This heat reminds me of Katrina summer :/  Hella Hot!!   "
"Sat Apr 18 20:47:22 PDT 2009","JonasP74","5:47am here... soon of to the golfcourse... "
"Wed Jun 03 00:33:14 PDT 2009","cymberrain","@BeingBeatrice ah poor you  well I hope you have a good day anyway...sometimes it makes us appreciate our time for ourselves even more!"
"Thu Jun 04 10:50:04 PDT 2009","Emily22009","i love kenna and johnathan, even though he hates meee "
"Sat May 30 08:25:08 PDT 2009","sexidance","@OMGil i saw a docu about how approx every 15 days there is a suicide off the GG bridge. i'd feel proud too "
"Sat Jun 06 12:13:15 PDT 2009","Juicytots","@barleyandbirch didn't like to say but mine has never arrived either "
"Sun Jun 07 10:24:08 PDT 2009","DrewCavender","Want nap. Need nap. Can't have nap. No time for nap. Sad napless Drew. "
"Tue Apr 07 01:21:32 PDT 2009","SkullCrew","Aww man, yet another party last night,..I miss new jersey!!  so anyone up to anything today?!?"
"Wed Jun 17 01:11:16 PDT 2009","yolandasfetsos","Am very glad that the internet is back. It went away for a few hours. "
"Sun May 10 06:52:34 PDT 2009","AnastasiaLoxley","@gfalcone601 I know now... never mind its too far away anyway  noooo"
"Sat Jun 06 06:25:20 PDT 2009","KirstyGriffith","Off out to buy the Sims 3 "
"Sat Apr 18 08:16:40 PDT 2009","ipeh","@mondagun why not? "
"Sat Jun 06 10:54:59 PDT 2009","jlubin","Extremely interesting night. Made me remember what it's like to know where you stand (1/2) "
"Sun May 03 08:29:40 PDT 2009","Sierrave","Watching The rise and fall of Danity Kane  I'll miss you guys. About to head to bamboozle"
"Sat May 30 16:20:02 PDT 2009","aliasgirl18","So are there going to be more Star Trek movies or tv show consider the end of the movie?There r some unemp BSG actors that could do it "
"Fri May 29 23:34:46 PDT 2009","dtgrants","I'm off to try to catch some zzzz with hiccups!   Have a great evening. "
"Sat Apr 18 14:29:58 PDT 2009","UKANks","I think I need a coffee, I�m falling asleep here "
"Sat Jun 20 20:27:06 PDT 2009","abcherylmnop","@Runaway38 No, I just googled and I think I know why. Mine's an iPod Touch. It's free for you guys but not for me. Bummer! "
"Wed Jun 03 05:50:03 PDT 2009","xTwilighter","I'm gonna make something for my best friend  nothing special but it was carefully planned by me and Fiona "
"Tue Jun 23 16:51:27 PDT 2009","amylouhadapoo","Doesn't want to go to sleep until I see todays #guidinglight but I'm so ill "
"Sun Jun 14 23:58:29 PDT 2009","jonhelyar","Aaahh, fantastic ... its time for work again ... "
"Fri May 29 17:24:45 PDT 2009","whittneyhyslip","thinking i cant handle my life like this anymore... almost seems as if suicides the answer... unfortunately.  "
"Tue Jun 16 16:17:20 PDT 2009","Ladywolf55","@rogerandchris That's a given, I expect.   I hate to see that happen. Noone deserves violence and suppression from their Gov't."
"Mon Jun 01 00:42:02 PDT 2009","skribe","@jameswilliams90 Massage Monday? Just told my wife that.  Now she expects me to give her a massage.  Thanks!  Looking to Friday tho "
"Mon Jun 01 10:26:11 PDT 2009","jennifergatc","Last day of work  Cleaning and organizing the ATR."
"Tue Apr 07 06:29:48 PDT 2009","YatPundit","@nsingman that's a reaction to urban crime and a view not held outside those cities. there's a con equivalent, too-the death penalty "
"Sun Jun 07 04:42:13 PDT 2009","LilMizzLinda","i lost all my followerz  Follow Me Agen Plz"
"Fri Apr 17 21:37:31 PDT 2009","bouska","@demiurgical ty &lt;3 "
"Sat May 30 06:00:46 PDT 2009","LadyMcScamp","@Fnerk You think maybe there's a hunchback up there ogling my buttski?  That dirty perving bastard......  "
"Mon Jun 01 09:27:43 PDT 2009","crpitt","@Adeline604 Something like this http://bit.ly/jh8XF would be nice to look at "
"Fri May 29 09:48:29 PDT 2009","aolpersonals","@Asylumdotcom yes, we are absolutely Twitter soulmates! "
"Fri May 29 18:37:48 PDT 2009","Chlofupup","@MTMsinger- baby in your picture you look like you're smiling into the mic. "
"Sat Jun 06 22:39:15 PDT 2009","mscarolinerose","I love @hannahhkayy for going to get yogurt with me and making me a super cool hemp bracelet.  &quot;this is romantic...&quot;"
"Sat Jun 06 05:25:43 PDT 2009","christinenstone","officially has no voice - bright red throat &amp; stuffy nose. booooooooooooooooooooooooooooooooo!!!! "
"Sun May 31 09:43:18 PDT 2009","mynameislouie","Walk round hollinworth lake was a great success. Just getting the stuff and heading up to practice, boss day "
"Sun Jun 07 07:57:52 PDT 2009","sharmaine123","quarter past twelve. finally home! thank goodness tomoz is a holiday "
"Sun Jun 21 07:03:30 PDT 2009","cathydirector","exporting video. Time for a hot chocolate. Sh*t its raing "
"Tue Apr 07 04:17:10 PDT 2009","nicole___","@mileycyrus Aww  Chin up hun! You can do it "
"Fri Jun 19 11:12:35 PDT 2009","SelenaShines","Wha?? @yanna_be went to the pool w/o me?? "
"Fri Jun 05 09:12:19 PDT 2009","dpenton","@lazycoder Ahh come on! I had FirstTweet "
"Tue Jun 16 19:39:03 PDT 2009","onetake","@tencentwings sorry to hear that   hope you find a working replacement soon."
"Sun May 17 11:42:11 PDT 2009","WookieeChew","1 day until the LEGENDARY season finale of &quot;How I Met Your Mother&quot;!  #himymday #himym #himymweekend"
"Sun May 31 16:23:56 PDT 2009","KatieMBW","robots and fire!  i can't get enough.  "
"Tue Jun 16 04:13:49 PDT 2009","mrsfollowill","with jessica sporle in dt using photoshop "
"Sun Jun 07 01:03:55 PDT 2009","ihuntmidgets","@alissaraeross loved the video, youre gorgeous. GREAAAAAAAAAAT smile "
"Fri May 22 05:48:55 PDT 2009","PinkMouseDesign","Like every year on memorial day weekend = rain. "
"Tue Jun 16 23:48:37 PDT 2009","pauloelias","@Tweetdeck why won't my columns and accounts that I set up on my desktop sync with my iPhone?  i set up a TD account &amp; signed in on both"
"Mon Jun 15 10:00:40 PDT 2009","ayanyanks","@AdeJUWON juwon ur my best buddy n ur not avin my back? haba!! im really tryin here... "
"Thu Jun 18 08:28:03 PDT 2009","tabithasheridan","@imcatwest its probably allergies at this time of year, trust me ive got them all! haha cats, hayfever, horses.  hope they get better soon"
"Mon Jun 01 06:12:17 PDT 2009","jmp5329","@itsonlywords FORD: Found on Road Dead - I've had 2 Fords in my life, both lemons &amp; money wasted.  "
"Sat May 30 04:49:33 PDT 2009","iamtiff","@sourapplemedia yeah...it actually could be hot...hmmmm [getting ideas] "
"Tue Jun 16 08:24:38 PDT 2009","JessDudleyx","@LukeRead hey luke tinchy isnt following you + he never messaged you "
"Sun May 31 15:37:35 PDT 2009","Wilson1977","Watching Season 3 of How I Met Your Mother "
"Sat May 30 05:43:55 PDT 2009","wmigda","@jimmietryon  my eee pc (900 mhz celeron) is even below the minimum hw requirements for adobe air. i guess i will  leave it "
"Fri May 22 00:48:22 PDT 2009","BanburyCross","@snarkrumpus  Sup G?! how's things? been super busy the past couple of weeks! Home soon...promise!  GP Sunday! woop woop! x"
"Tue Jun 02 00:08:42 PDT 2009","LoComini","kinda has a heartache. "
"Wed Jun 03 05:14:21 PDT 2009","kmacc1","Missed Origin. Spent all night at police station after witnessing domestic violence.   There sure are some extreme ppl in world.**SIGH **"
"Mon Jun 01 00:05:33 PDT 2009","DragonsLight","@earthhour Thank you  Dragon Blessings"
"Sat Jun 06 06:27:19 PDT 2009","Ice2904","Which remembers me ... True Blood Season 2 is set up for this August if I'm not mistaking.  Yummy vampires everywhere. XD"
"Sat Jun 06 11:04:38 PDT 2009","ShoesforGeorgia","Bed time, I've been feeling REALLY fucking depressed lately.  -sigh "
"Mon Jun 01 12:15:04 PDT 2009","MandyPandy32","@CocaBeenSlinky Lovely photos! "
"Sat Jun 06 21:14:34 PDT 2009","kkjordan","@kyle_newman I was shocked to see that when I went to buy it last week. Oh hell, guess DVD will have to do until the blu ray release  "
"Sun Jun 21 05:23:02 PDT 2009","xxxsammoorexxx","watched next weeks episode of merlin it was really good! now im watching the week afters coz im not gonna be here for them  stupid kakadoo"
"Sun Jun 07 19:51:59 PDT 2009","MissElizabeth42","I hate having car problems!  so sad"
"Sat May 30 07:26:53 PDT 2009","MyAppleStuff","@GreenSmooch thanks! You are spot on  Where in Spain you live?"
"Fri May 29 12:09:41 PDT 2009","LifeGoesOff","crappy music on the radio "
"Sat Jun 06 16:08:48 PDT 2009","keaFbaby","Gettin started right before the actual dinner. Ayyye! "
"Fri Jun 05 17:01:19 PDT 2009","nicbxx","Hey @souljaboytellem bow wow and soulja give me a shout out please   (#souljaboytellem live &gt; http://ustre.am/2UhS)"
"Thu Jun 18 20:35:45 PDT 2009","mcmanaloto","Argh must stop looking at pictures of decadent desserts "
"Fri Jun 19 23:18:11 PDT 2009","AlyseMooney","@davecandoit oh my god. Dave i feel so bad now "
"Mon Jun 01 06:01:59 PDT 2009","sharnstack21","@shaundiviney jumpnows birthday? p.s hi "
"Mon May 18 00:42:35 PDT 2009","biseskisses","@PostMasterVeed I'm good. It is a short week and I am hoping to go somewhere.  Maybe Spain but I may be to late to buy a ticket.  �a va ?"
"Fri Jun 19 01:57:34 PDT 2009","KirstyRiley","@revolutiongym wish I was training and not working "
"Wed Jun 03 01:41:17 PDT 2009","britkneelynn","I. Hate. Ants. "
"Mon Jun 01 22:55:52 PDT 2009","owliesdawg","'fDo you want whip cream with your 200 million sprinkles?'' ''just a smidge.'' haha. I talk to myself. "
"Sun Jun 07 03:29:54 PDT 2009","sidhevicious","Well, I think I'm about done in for the night. Sweet dreams to all you night owls &amp; good morning to the early risers. "
"Mon Jun 15 09:30:06 PDT 2009","janiecwales","Got a baby woodpecker coming to the bird feeder.  He sits on the fence post and lets mum and dad feed him with peanuts "
"Thu May 28 21:14:26 PDT 2009","Ellsielala","@grossdale So glad Lose Myself Tonight is released to the masses now- it's been a favourite among my group of friends "
"Sun May 31 11:32:53 PDT 2009","mmnuse","I want a REALLY Friend! "
"Sat May 30 13:33:16 PDT 2009","belovedleader","@warnerdan42 it's not as bad as it sounds. Just some stickiness. "
"Fri May 29 17:00:51 PDT 2009","davidjtate","About to see &quot;UP&quot; in 3D. Very excited about it.  #up"
"Sat Apr 18 17:14:00 PDT 2009","librarycat513","Headed out to look at accessories for the bike. Need a lock, some sort of lighting for evening riding and a horn or bell to warn people. "
"Fri Jun 05 10:13:51 PDT 2009","laleitor","Maldita crisis "
"Fri May 29 15:40:20 PDT 2009","ashlux","+@jasondlee You're better off betting $60 at a casino and buy both than just buying versions. Betting the Wii version won't suck is crazy "
"Fri May 29 19:22:36 PDT 2009","Kiwi_KiKiReeSTL","@mzChinadoLL AWWW MY BADD "
"Fri Jun 05 10:47:33 PDT 2009","ash_wa_do_wa","Is about to have a hot bath  and then get ready for work "
"Sat Jun 06 12:52:37 PDT 2009","sskim93","Okay.. fine.. be that way... exams.. just be that way.. i'll pay you back someday.. by burning you!!! MUHAHAHAHA!!!......  freakin exams.."
"Sat May 30 13:02:01 PDT 2009","jadekirk","@benjamin_cook I'm not but I know my friend is. "
"Thu May 14 02:10:51 PDT 2009","TallOracle","Just as things were going so well. Got a call from doc recalling daughter re abnormal cells in removed mole  Appt 2moro. She's only 7 "
"Sat May 02 12:37:47 PDT 2009","mjeaton","lost ALL cable/internet. no eta. probably monday.  "
"Mon Jun 01 00:45:52 PDT 2009","trisevyeni","says good morning loves..read some..maared some...oh well  http://plurk.com/p/xknxg"
"Fri Jun 19 04:32:18 PDT 2009","shadowcon445","Almost having a meltdown. "
"Fri Jun 05 17:05:29 PDT 2009","sondrapants","mmm sausages from keith's deli tonight for dinner "
"Sun May 17 21:41:36 PDT 2009","Jbot6000","its been 3 minutes since I've seen an earthquake tweet. I'm starting to miss that meme  #earthquake #hawthorn #notreally"
"Sun Jun 07 10:13:53 PDT 2009","Nooperz","Reading Metal Hammer and Fangoria  hurray for awesome magazines"
"Mon Jun 15 12:45:20 PDT 2009","enderFP","@RealWorldMom excellent "
"Mon Apr 20 07:04:56 PDT 2009","Bell_LaStar","One day until Tennessee!!! I can't wait to be home for awhile! "
"Thu Jun 18 05:56:18 PDT 2009","DarthIcee","Also.....  I generated so much sweat that I may have killed my MP3 player. "
"Fri May 29 19:02:01 PDT 2009","lovveeduckies","Watchin grey's anatomy with my sweetheart, cody! "
"Fri May 29 09:00:38 PDT 2009","FireAtWillxx","@MCRmuffin hehe  I'm boooored. what're you up to? "
"Thu May 14 05:51:08 PDT 2009","Dulcieeeex","@KathLat I fail too (: children are distracting me  xxx"
