"date","user","text"
"Sun May 10 18:36:04 PDT 2009","Xbeckie_84X","@Sweet_Sundae Mmm sundae oh dear god ive just lost my train of thought! haha thanks for  twiz' in me ;) how are you "
"Tue Jun 23 10:03:10 PDT 2009","SimplyMe28"," every number, bbm pin, and text message is gone from my phone...its empty. I'm about to cry...smh http://myloc.me/5dMB"
"Tue Apr 21 02:41:12 PDT 2009","dpn","@jugh yeah, it's going nuts "
"Sat Jun 20 06:43:01 PDT 2009","xjaelee19x","doing my f'n assignments "
"Sun Jun 21 09:00:14 PDT 2009","kluo","LIFE's Iranian photojournalist is missing   http://bit.ly/tkPxY"
"Thu Jun 25 06:54:51 PDT 2009","Tian73","Thank f**k works finished, now jobs at home to do "
"Thu Jun 25 07:30:33 PDT 2009","1AnOnlyRockstar","unruly hair, Starbucks on my shirt, backed up traffic, running late... it's going to be a shotty day "
"Sat Jun 20 20:17:56 PDT 2009","MoniqueHoryza","Jesse is moving back to utah "
"Sat Jun 06 18:03:38 PDT 2009","sunnydayescape","@xomalese i'm watching the episode of icarly that you're in, you amazing person you "
"Sat Jun 20 23:06:02 PDT 2009","heatherRSP","@brittt_babyyy i know i know! i was typing while not looking at the keyboard, trying to walk out the door, &amp; logout. that is what happens "
"Sat Apr 18 09:47:04 PDT 2009","louise_philp","@azandiaMJBB You are very welcome, Mary - it is a lovely quote. "
"Sat May 30 01:18:47 PDT 2009","RnbHipHopGirl","chillin at home slistening to music and shizz as always "
"Sun Jun 07 05:47:21 PDT 2009","AntMcl","What's the greatest song of all time? Any opinions? "
"Fri Jun 19 17:06:37 PDT 2009","eyesofmorning","@JayDitto but I'm sorry that happened "
"Mon Jun 15 03:37:54 PDT 2009","Idabird","@muidlatif awwwww... thanks for the birthday wish Muid "
"Sat Jun 06 00:35:02 PDT 2009","jacquiet","umm i broke my elliptical trainer!  whoops."
"Sun Apr 19 05:59:38 PDT 2009","slicky4life","@jonas_twilight3 oh ok hehe.. well i dno bwt me  ive kinda liked vamps since before twilight even existed.. cuz of dracula, u knw "
"Tue Jun 16 17:16:48 PDT 2009","natavery","Off to bed, day of solid revision tomorrow "
"Fri Jun 05 15:08:23 PDT 2009","lceniceros","I feel like im going to blow chunks...shouldn't of ate that sandwich "
"Sat Jun 06 14:05:29 PDT 2009","thejenniferanne","Just woke up...my sleeping schedule is all messed up! I feel a bit sore from working out yesterday, I love that feeling! "
"Sun Jun 07 11:08:24 PDT 2009","KirstyBurkill","http://twitpic.com/6ucva - Our little Marky "
"Mon May 04 05:13:19 PDT 2009","adamhowse","@Wossy Get a dachshund they are awesome at getting stuck in silly places I should know I breed them! "
"Tue Jun 16 16:43:33 PDT 2009","alex_bettylou","@wendywings you have sun outside? lucky for you! can't see the sky for the grey clouds in upper hutt "
"Thu May 28 23:47:37 PDT 2009","CatherineOmega","@smuttysteff Dude, I live on Main Street. The fact that it has no value AUTOMATICALLY confers cred. "
"Tue Jun 16 08:25:49 PDT 2009","mlvlatina","in bed, sick again. Whatever has got a hold of me won't let go "
"Sun May 03 16:22:39 PDT 2009","rabidbadger","@Phatlip12 AWW. Guessing no lifestreaming tonight then. ;) feel better, bro. "
"Sun Jun 07 08:50:33 PDT 2009","carlquested","£80 for osx 10.5, money i don't have  need to get it before the windows 7 rc registration runs out!"
"Fri May 22 06:48:49 PDT 2009","RachelMorrogh","@pkellypr Which is of course entirely different to #followfriday "
"Sat May 02 07:12:52 PDT 2009","amarc","@zorder couple  but issue is on Archlinux.. On Debian AIR is OK"
"Wed Jun 03 07:25:15 PDT 2009","donnam13","@brianmccoll thanks. if it helps, give me an email addy and we'll flood him with play requests  "
"Fri May 22 08:44:21 PDT 2009","kt2409","last day of school "
"Sat May 30 05:45:38 PDT 2009","Mooley","James told me A1 bassline went off last night!- Pity i was on call and on the guest list   should have gone anyway!"
"Sat May 30 01:24:55 PDT 2009","shal_mp3","@cjronson aw lucky 7 to oliver! thnx 4 da rep  so how abt  designing cloths 4 pets (dogs)? will u be considering that in the future?"
"Sun May 31 08:04:52 PDT 2009","maggiemay32","At friends BBQ all I need is a pool to dive into "
"Mon Jun 15 16:12:59 PDT 2009","ChelseaLeyden","Baking chocolate chip cookies with my 2 best frands "
"Fri Jun 19 13:34:13 PDT 2009","DicesIces","Couldn't get sitter 4 kids  missing #YellowTie event - very bummed...hope to make next &quot;meet w/directors&quot; WAHD is a tough gig sometimes"
"Fri Jun 19 11:36:07 PDT 2009","gotkube","Watching an emo kid sit in the green space behind the townhouse while I do laundry. They're visibly upset. "
"Fri Jun 05 09:13:21 PDT 2009","betinaamcfly","@matildajones no doubt! He really is!  ' No, i haven't.. But man, I'm dying to see them. it is THE DREAM! &lt;3"
"Sun Jun 07 07:58:19 PDT 2009","aboboto","@cieloong never naging hassle ang film.  nasa Jupiter ang HOLGA! jupiter, makati.  I will send you the address. "
"Mon May 04 07:45:56 PDT 2009","charuncc","Waking up .....working....Happy as can be!  Its gonna be a great day today... I can see it..and im not sore from Running yesterday!!! "
"Fri May 22 03:33:36 PDT 2009","evelynsharma","ahaha @Neaveb you're like the funniest person i've ever met "
"Mon Jun 15 02:49:50 PDT 2009","michieong","okay, decided to listen to David Archuleta, no changing of albums. so the playing would be continuous.  lol"
"Sun Jun 07 05:02:29 PDT 2009","KathyBuckworth","@moeturner Sadly parts of my body are screaming at me to go. Plus I have discovered a way to check my BB messages during the class "
"Sun Jun 07 04:42:28 PDT 2009","heyimcourtney","@shaunjumpnow i love that game...im not very good at it though haha "
"Tue Jun 02 00:17:33 PDT 2009","paolaasepulveda","My sunburn hurtss   a lot!!"
"Mon Jun 01 08:43:06 PDT 2009","AngelaYorio","I Want BlackBerry Now... "
"Sun Jun 07 21:11:29 PDT 2009","Courtney_J_","@flashman hahaha oh my. I feel bad if you actually went there "
"Fri May 22 04:24:07 PDT 2009","abhiram","@anilkarat I will never forget satellite phones thanks to KCS "
"Tue Jun 02 21:22:06 PDT 2009","insinglefile","@jenna_valentine oh hai. so i added you on facebook b/c it suggested you to me, how romantic~~  vikki made me do it.  "
"Sun May 31 11:12:03 PDT 2009","followLena","@hernameisviola http://twitpic.com/6c04l - i like it  i know ...you've been hard working ^^"
"Sun Jun 07 03:36:27 PDT 2009","SmileyRose","He'll treasure me, he'll keep me happy and he'll make me smile. Apparently he likes ducks too. "
"Sun May 03 04:39:43 PDT 2009","funsizechloe","weekend went by so quicklyy "
"Fri May 29 17:55:03 PDT 2009","beee19","try to do assignment on christopher columbus!  soo sad!"
"Fri May 29 17:53:08 PDT 2009","manachaa","just got back from orlando..so much fun! "
"Sat May 30 14:04:17 PDT 2009","prettypandagirl","@scotsings  would have been great had she won "
"Mon Jun 01 10:56:23 PDT 2009","attonbitus","@beamercola then next time you should let me know, it's only a few blocks from my house! Good luck with your meeting "
"Tue Jun 02 02:41:32 PDT 2009","CBCebulski","Another beautiful day in Barcelona. Our last.  But we were lucky to have been blessed with simply wonderful weather all week!"
"Sun May 31 15:21:47 PDT 2009","TheMarketingKid","Home after a few beers in the local park "
"Tue Jun 02 17:38:16 PDT 2009","bobbyu714","@colleenwild.   Haha. I miss you.  Sorry I couldn't come out tonight.... "
"Thu Jun 18 16:31:06 PDT 2009","MilanRose","i have completely abandoned my late night shows..i feel like a jerk "
"Mon Jun 01 01:54:14 PDT 2009","craff2008","@dannynic Hello from Melbourne Victoria OZ - weather is very cold and windy and some drizzle dark out going to be a cold night 6:50 here "
"Tue Jun 02 03:19:42 PDT 2009","Muzzzza","@TraceyMmm i agree. i dig corny romance movies. ryan reynolds can kill vampires too "
"Sat Jun 20 23:30:42 PDT 2009","hopeXjunkie","darn! another sunday! "
"Sat May 02 08:06:14 PDT 2009","Hailo1996","About to do laundry.  Save me."
"Sun Jun 14 22:25:33 PDT 2009","brandiwartz","why only 140 characters Twitter? just wondering... "
"Mon Jun 15 21:30:34 PDT 2009","kerri_elisabeth","@cheapriboflavin  hope you feel better"
"Mon Jun 15 18:39:02 PDT 2009","TheUniqueSheep","says goodbye Pushing Daisies  http://plurk.com/p/117ixz"
"Thu Jun 25 00:27:21 PDT 2009","frncscalouise","wifi outside the dorm. but i had to pay for it. "
"Sat Jun 20 23:13:06 PDT 2009","twitt_sunny","Thinking of adopting a Golden retriever.. i miss my GSD "
"Sat May 16 23:09:43 PDT 2009","MadnessToday","Sorry my loves but I have been in a hard place recently...laptop's out of commission "
"Mon Jun 15 05:12:59 PDT 2009","LaurenBurnard","@jfrd got a physics exam  jealous"
"Sat May 30 08:35:26 PDT 2009","mtngalgonemad","@happygrant little heb=hung over college kids- target=well put together women who were up 5 hrs ago or have permanent make up - duh! "
"Tue Jun 02 00:08:42 PDT 2009","kittytrixer","some woman named Janice is giving guys (she obviously doesn't want to know) my phone number! Poor guys  Just say no thank you Janice!"
"Sun May 03 05:13:45 PDT 2009","prisca_eyedea","@keirwhitaker wow - that was quick  thanks "
"Sat May 02 09:17:56 PDT 2009","UniiqueChiq","I shouldn't have drank that Pepsi.....know I can't have caffeine...feeling crazy already... "
"Wed Jun 03 05:16:11 PDT 2009","smtglikeastar","So so sooooo ready to go home already. I miss my fam bam "
"Mon May 04 02:30:58 PDT 2009","marie_660","damn chemistry. damn it, damn it, damn it! i want apple juice "
"Tue Jun 16 18:58:30 PDT 2009","belladorka","Watching Tribe Report...Can my boys come back and play?? "
"Mon May 18 06:30:13 PDT 2009","dylanbrunson","Getting ready for school.  don't you just hate Monday mornings?"
"Sun May 03 19:25:20 PDT 2009","kaaaaaaley","doesnt want to take honors testing tomorrow "
"Sat May 30 08:55:26 PDT 2009","Eldonna","@joebonsall Our prayers are with you--both for healing and strength to remain silent for that long.  "
"Wed Jun 03 02:28:11 PDT 2009","mimibamz","@4everBrandy hey bran bran  just wanted to say hey and i think ure the best! xoxo"
"Mon Jun 15 22:33:35 PDT 2009","iamrehman","Good Morning people! "
"Sun May 31 14:44:36 PDT 2009","niko_bravo","I feel my heart into pieces but I still love you with each of the pieces. Why is that? I want to help you "
"Mon Jun 15 23:28:22 PDT 2009","EntirelyKiwi","@Luuyaland Very cool  I'm out on the balcony of the 7th story overlooking the beach in about 15dgs at the moment...LOVING IT "
"Sat Jun 06 21:11:33 PDT 2009","Ihave207Bones","Is tired....  but will survive.... My list keeps getting longer and I have a post it fetish"
"Tue May 26 22:29:23 PDT 2009","zorkat","@nicoleok sometimes the simple things in life give us the most pleasure "
"Sat May 30 05:54:15 PDT 2009","dormidos","Just experienced drifting and .... twas awesome!!! wil post it once I get my hands on my PC "
"Tue Jun 02 07:20:58 PDT 2009","tinafabulous","i hate how on some weekends, i'm VYING for something to do, but on others, i have to pick 2 out of 298374 things!!! "
"Sat May 30 23:58:02 PDT 2009","KingdomGuard","@RPatZHood Ahhh love the hoodie snuggles "
"Mon Jun 15 13:56:03 PDT 2009","RawLauren","Just watched the DVD... why did they use all the takes when I messed up my lines???  Guess this one won't be on YouTube."
"Sat May 02 02:01:25 PDT 2009","GabyHustleHard","Halfway home.... "
"Sun May 31 14:49:27 PDT 2009","paxlux","Headed out the door for some NIN/JA action.  It's gonna be a looong loud night.  "
"Mon Jun 15 23:05:50 PDT 2009","soozy25","hectic week...recital on friday  can't wait til nationals!"
"Mon Jun 01 00:55:58 PDT 2009","moony_aragorn","#musicmonday Tommy February - &quot;Lonely in Gorgeous&quot; I missed that song. "
"Sat Jun 06 13:01:39 PDT 2009","nicoleleigh383","Well that is just so crappy... Arkansas is going to omaha "
"Mon Jun 22 16:53:42 PDT 2009","sally2u2","My prayers to the people in todays metro crash "
"Mon Jun 01 07:18:08 PDT 2009","r0bfleming","My cactus died. It's really quite depressing to think that I'm less nurturing than a desert "
"Sat Jun 20 18:37:14 PDT 2009","Kyle373","My fingers still hurt "
"Thu May 28 22:12:45 PDT 2009","timhasta","At the heist w the cousins!? "
"Sat May 16 23:10:39 PDT 2009","Sheamber","Watching RENT and crying like a baby! Going to bed soon! Goodnight loveies! "
"Mon Jun 01 19:56:15 PDT 2009","chessie","@00geneva http://is.gd/LW3w more my price range. "
"Sat Jun 06 09:18:13 PDT 2009","Day26lady","@NewzHuddle yes, but heading back home next week...very excited "
"Sun Jun 07 10:46:24 PDT 2009","adevine1","@MaxLund @its_me_betty @jasonmatyas Thank you for sharing. You add value through your reciprocation.  "
"Sat May 09 18:14:27 PDT 2009","werbiefitz","@AJRoxMyWhiteSox Go White Sox!  Sorry Danks won't get the win. "
"Mon Jun 15 01:28:34 PDT 2009","anitakapadia","@evelynl @mellanger hahaha... you're so funny - &quot;wik-APADIA&quot;  nice..."
"Tue Jun 16 19:47:05 PDT 2009","LadyHhugs","@johncmayer I haven't even gotten one little tweet from you  LOL .... What a girl gotta do ;)"
"Sun May 17 03:55:43 PDT 2009","bianca_maria","the concert was great yesterday. we had so much fun  thanx to everyone who came! "
"Mon Jun 01 20:47:33 PDT 2009","bigbrowneyes","@DaveJMatthews Feel better soon baby  ♥"
"Fri May 29 09:17:19 PDT 2009","jodiagogo","Oh how I absolutely love having A Friday. "
"Mon Jun 01 08:31:54 PDT 2009","cellulitecream","Air France... Heart-breaking tragedy... "
"Tue Jun 16 04:21:35 PDT 2009","xRingFrei","Tomorrow is the big day  I will get to know if i passed my exams"
"Tue Jun 16 04:03:48 PDT 2009","sunkissesme","my head hurts so badly.  http://plurk.com/p/11bueb"
"Thu Jun 18 10:08:48 PDT 2009","ldunnavant","@klrogers @jdack Yes! It does work! And, sadly, I can not share my prescription drugs  I'll be thinking of you while I'm in la la land ..."
"Fri May 29 10:31:45 PDT 2009","LiamTH1","@MrSucre lmao i sure did!!! no luck though "
"Mon Jun 15 18:21:26 PDT 2009","Miss_Temple","@amandapalmer If I wouldn't have to auction my own stuff on ebay for getting any money I surely would've bought some of your stuff. "
"Mon Jun 15 19:40:43 PDT 2009","kaychaks","@abhuyan ask the blue dart guys for the air-fare fees, check with the packing and if possible send it (chuck the insurance). Reminder 4 u "
"Mon Apr 20 23:20:51 PDT 2009","feufol","@LittleDaewoo : 'jour toi "
"Sun May 31 09:41:10 PDT 2009","Onewithwings","GIMP keeps shutting down on me. I need a new copy of photoshop. I hate being broke. "
"Mon Jun 01 07:22:26 PDT 2009","godlessgirl","@gamingwithbaby haha glad to learn something new  i thought you said 'driver' and everything was downhill from there"
"Sun May 10 08:22:45 PDT 2009","ArielRebel","Just had a big fight with the one I love.... crying alone in my apartment...   I can be so mean sometimes..."
"Fri Jun 05 19:08:08 PDT 2009","Myria_xoxo","Follow Friday @Myria_xoxo Follow me!! "
"Mon Jun 15 13:46:14 PDT 2009","bubbly_vicky","just watched Degrassi, can't wait for the new season  #iremember when amazeballs! wasn't on trending topics, haha wat are they?"
"Sun May 31 04:15:07 PDT 2009","willtransformer","jonathan fucking ross tomorrow night, 10.30pm.  "
"Sun May 31 16:38:37 PDT 2009","teamellyn","feels like she's never going to have a good back again "
"Sun Jun 07 07:32:04 PDT 2009","ViennaBanana","with natty dreads. gonna go for a jog in a bit. "
"Mon Jun 22 14:38:04 PDT 2009","gemmahutchison7","pmsl, owell            xx"
"Mon Jun 15 06:32:38 PDT 2009","VanDennCruz","regrets missing a couple of Maksim's piano concerts  http://plurk.com/p/113tbe"
"Mon Jun 15 08:01:15 PDT 2009","brandieknight","Had a great time at the Lake. I wish that weekends were longer   Going back in 2 weeks, might even take a few vacation days from work!"
"Sun May 31 07:12:30 PDT 2009","e_bookpushers","@Has_Bookpushers Sigh...up to almost 3 hours now "
"Sat Jun 06 18:15:48 PDT 2009","thatpatti","was putting fisher to bed and he said, &quot;how did the first people learn to talk if they had no one to teach them?&quot;.  "
"Fri Apr 17 22:22:40 PDT 2009","emmaarellano","movies night ! lol watching school for scoundrels and twilight  and eating delicious pop corns ;) I wanna pizza -_- haha"
"Sat May 02 02:46:07 PDT 2009","wozzabi","the weather is sweet getting ready to do some shopping "
"Mon Jun 15 07:35:59 PDT 2009","iamsarahhhh","Photo: i miss them  http://tumblr.com/xby21t817"
"Sat Jun 20 23:38:18 PDT 2009","Jszmne","Misses granpa  I just had 3 years with you."
"Sun Jun 07 20:47:35 PDT 2009","XxMASSiiELxX","@steveackles Im Supposed 2 See You Guys 2morrow At White Plains NY But Im In Upstate;; I Hope I Make It "
"Sun May 10 09:58:14 PDT 2009","twishes","[-O] @jessbarrow i miss you guy a lot today. I wish i could be there, I need love  http://tinyurl.com/qvzgpc"
"Sun Jun 07 15:13:46 PDT 2009","paigemccullough","making iced coffee with my loves "
"Mon Jun 15 15:03:59 PDT 2009","Tropicando","@blipfish Re: Current Jam. @foxvox you nerd "
"Sat May 09 22:31:03 PDT 2009","andreaveronica5","had a tiring friday and saturday... still needs to read tlotf ch 1-3 w/ h&amp;a "
"Wed Jun 17 12:39:43 PDT 2009","maribelisgreat","I am currently at my mother's house becuase my car broke down and don't have a ride home  I also have no clue what the hell TWITTER is."
"Fri Jun 05 19:48:11 PDT 2009","murderdanielle","Throw it away, forget yesterday, we'll make the great escape &lt;3  IMA FUCKING MISS HIM! D:"
"Fri May 22 07:25:44 PDT 2009","StyleNBeautyDoc","@TheMakeupGirl ok...I'll find the twitvite when I get in front of a computer and I'll RSVP "
"Fri May 22 02:31:33 PDT 2009","PMolinero","@midnight_eden Thanks, as soon as I finished the one I am working on right now, I will add it as well. "
"Sat Jun 06 23:13:46 PDT 2009","tatilee","Mooorning Gio! Have a good trip! I hope to stop raining "
"Sun May 03 17:14:03 PDT 2009","stashabh","...just got out of  the YBMent meeting. about to start studying...ughh!! "
"Mon Jun 15 16:57:20 PDT 2009","YK6909","@FunChannel What's that for? "
"Mon Jun 22 12:57:06 PDT 2009","paulesa","Tired and still have a lot to do "
"Wed Jun 17 16:12:12 PDT 2009","KatyWeiss","wants to go back to Texas.  They don't have hot and spicy chicken sandwiches or styrofoam cups at McDonalds here!  "
"Sun Jun 07 16:09:09 PDT 2009","Manda4Roo","@thejustins86 dang i'm so jealous. He was so amazing. He was so good "
"Tue Jun 16 23:22:47 PDT 2009","Vanessica55","@HighTechDad I think that's what happened. I knew getting it early was too good to be true!  "
"Tue Jun 16 03:14:44 PDT 2009","G2av","Had jo's Mac and cheese. It was good.  nom nom nom."
"Sat May 30 14:15:55 PDT 2009","maruu26","my homework "
"Fri May 29 10:11:40 PDT 2009","stephaccad","studying for this bullshit econ test "
"Wed Jun 17 21:15:46 PDT 2009","thisisbgiddens","My TweetDeck app keeps crashing... "
"Fri Jun 19 11:56:42 PDT 2009","music_fan","so apparently im NOT gona go see george lopez tonite like i thought i was "
"Wed Jun 17 02:03:23 PDT 2009","mspnoyapp","Um....I miss ny and the lil apt I lived in "
"Sun Jun 07 15:33:56 PDT 2009","emdoodlex3","@yelyahwilliams how about South?? "
"Sun May 31 23:23:32 PDT 2009","Deer_Heart","@christofur I hope everything is ok.  I mistook ER as an acronym for a place to eat  Be good and healthy please!"
"Fri Jun 19 04:58:33 PDT 2009","germanagonzalez","Very sad time of the year for me, no football, and no basketball. "
"Wed Jun 03 00:26:13 PDT 2009","maynaseric","@ClintonSkakun @vincenthunt @kurtstarnes you should meet @tpr2 too, he's an awesome and creative guy, very friendly too "
"Sat Jun 06 09:44:02 PDT 2009","robertdeez","Playin at The Marquee tonight(Kenny Eng B-day show) with e.j.p., Chad Cavenaugh, &amp; Kenny Eng of course. Please join us.  7:00."
"Sun May 31 02:13:39 PDT 2009","prach08","new twit layout  see you in the morning ..."
"Sat Jun 20 09:50:01 PDT 2009","hollystein95","got home form the beach yesterdayyy  i miss it alreadyyyy. someone needs to do something with meee."
"Fri May 29 18:44:36 PDT 2009","Jammie79","working out is not fun "
"Fri Jun 05 11:25:42 PDT 2009","wude72","@zenbitch your welcome "
"Sun Jun 21 04:18:39 PDT 2009","Sanober29","Had fun at skwel on the occasion of founnder's day.... met up wth old mates...!seniors and juniors....I miss skwel soo much Already!!! "
"Fri May 29 12:53:21 PDT 2009","rorambenjimouse","@Lynsay mine wont turn on "
"Fri Jun 05 13:37:01 PDT 2009","MakeupLoveer","@ilvmakeupxo eee good luck to you too!! - mines before that - ill let you know "
"Fri May 22 08:21:10 PDT 2009","KuPanDaRedbone","WOW! I poured me sum cheerios and sum milk, didnt check da milk, started eatin n dat shit tasted funny! Y da fuck milk was spoiled! Yuck! "
"Sun May 31 14:07:06 PDT 2009","Kdubbb","YES! Going to get ice creaaaammm "
"Tue Jun 16 04:13:53 PDT 2009","bryancheung","@mikecj DM sent. "
"Sun Jun 14 23:19:40 PDT 2009","drymonkey","http://www.khikho.com/da-lat-2009.html What a nice trip "
"Sun Apr 19 02:47:46 PDT 2009","meliee_bellie","@kalebdolce sureeee thing "
"Fri May 22 05:13:49 PDT 2009","eduamarante","Eu bem que queria ir ao show do Jorge Ben. "
"Tue Jun 16 23:03:01 PDT 2009","bebekwek","Miss my MacKey "
"Thu May 14 02:11:16 PDT 2009","Clintoncruise","@EcstaticGrapes Dont worry Raina, jsut expect an e-mail "
"Thu May 28 21:27:36 PDT 2009","annzoo","@tmsaws I thought we were bffs "
"Mon Jun 15 19:10:19 PDT 2009","KimmieAM","After a long and interesting day, I bid you goodnight and sweet dreams! I am taking my post-surgical ass to bed "
"Sat May 09 19:26:06 PDT 2009","linda_85","enjoying my coffee with this super delicious cookie "
"Thu May 28 23:46:17 PDT 2009","movewithme","@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/"
"Fri May 22 00:16:21 PDT 2009","tokibooo","waiting for it to be 1 am so we can get marie's donuts. "
"Sun Jun 07 12:16:03 PDT 2009","marymarvel","doesn't feel like she had a birthday this year "
"Sun May 31 08:39:11 PDT 2009","SmileyHW","Well Mer iz being BIG B!%(* but D' mall wuz soo much fun without her.. Uumpa, Anna, &amp; Anthony came and it wuz just fun "
"Sun May 31 10:17:44 PDT 2009","tmncsr","Had a great night last night  ahh"
"Sat May 30 03:50:19 PDT 2009","robpatrick","Flight delayed by at least an hour because of a fuel spillage "
"Fri May 29 21:32:06 PDT 2009","greentealatte21","belly ache "
"Sun Jun 21 00:33:40 PDT 2009","DaisyFab","Geez out the precint now gotta sit on my ass for another Billi hrs at the E.R  I juss wanna sleep"
"Sat Jun 06 10:46:32 PDT 2009","rayzabunny","i wanna go to smf  uggherrrsss..."
"Mon May 18 03:28:44 PDT 2009","JoReynolds55","@weeyin13 Still feeling rough  The weather does not help, torrential rain and wind lol. How is it with you ?"
"Sun Apr 19 08:34:47 PDT 2009","Tracy__Lou","Yummm...having some dunkin donuts coffee, my favorite in the world! "
"Thu Jun 18 08:22:47 PDT 2009","smckenzie12","Mad that the navy never knows whats going on...always saying he will be home..but yet again taking him away from his family. "
"Sun May 31 07:00:11 PDT 2009","lalijamboree","Getting more of those coming of age flicks "
"Sun May 31 14:21:03 PDT 2009","Smirving","i want gatties:sitting with marissa:nice wheather we are having "
"Mon May 18 03:58:11 PDT 2009","africafreak","@wlwarriorsuzie Hey Suzie  Wouldn't say ALL humans are like that, but most of them perhaps ;) Have a grrrrreat week! Keep well!"
"Sat May 30 15:00:49 PDT 2009","Berdegue","Saturday night...at home  I have flu"
"Sun May 03 00:00:27 PDT 2009","SeeYu","@himmelgrau Thank you for the pics of interview, Morgana, I've seen one before, but not found all of them  (my english is becoming worse)"
"Fri Jun 05 15:33:32 PDT 2009","bonsaistudio","@jordanmerrick …needed to easily edit them, that's why that solution. I hope it will work. "
"Fri Jun 19 03:35:08 PDT 2009","robcollingridge","A watched kettle never boils apparently. A watched iTunes update is based around the same scientific principles! "
"Sun Jun 07 17:13:11 PDT 2009","Joey1331","just thought I would show you a picture of me when I was younger. Yupp, those were the good o'le days  http://twitpic.com/6vdvf"
"Mon Jun 15 23:04:01 PDT 2009","enolke","First season of The IT Crowd doesn't have the hilarious Matt Berry "
"Mon May 04 02:36:02 PDT 2009","iantalbot","@Tittch Don't I just... BTW I'm jealous of @moonshayde "
"Sun May 03 01:54:19 PDT 2009","Angela_Chan","@kindrawoo sorry for ripping your coat  and dropping your phone.... "
"Thu May 14 03:11:50 PDT 2009","mikroanalogo","@tsimitakis ??? ??????? ???? invitation @ FB "
"Fri May 29 07:33:37 PDT 2009","BeckySmithster","and this  http://bit.ly/19bJGz"
"Tue Jun 02 10:39:36 PDT 2009","mechellamabella","Looking at rates for Florida in August and October.  At this rate, I'm almost averaging a vacation a month...nice "
"Mon Jun 15 13:13:21 PDT 2009","ikanin","Looking at last years Mykonos pics... Can't wait to go back!!!! 54 days till I'm engulfed in paradise... ON PARADISE BEACH....*I&lt;3Cavo* "
"Sun May 31 02:44:03 PDT 2009","figPYBFO","ladida gonna leave soon  piano&amp;bookreading. also the fireplace is going &amp; no-one's there &amp; my dad is sorta sad bout it XD"
"Sat Jun 20 18:59:36 PDT 2009","briannalina","#dontyouhate being the youngest in your family, and getting all the hand-me-downs? "
"Fri May 22 00:00:37 PDT 2009","teeeeeef","-@chadfu i will miss you guys so much  ...i will be crying on tv to barbara walters lol"
"Thu Jun 18 23:01:33 PDT 2009","thesweetxin","Doing fb quizzes out of boredom I NEED TO DO HW "
"Wed May 27 07:23:28 PDT 2009","joshlim","@joelneoh if they are interviewing for the position of 'online research manager', they SHOULD have a twitter acc "
"Wed Jun 03 01:56:45 PDT 2009","tomwilllewis","@pr0cter it was pretty easy  got one more to go!! "
"Sun May 31 18:28:22 PDT 2009","kberry0118","Sittin at Kaylee's eating buffalo wild wings.  Yum."
"Fri Jun 19 17:40:22 PDT 2009","JaxThePrincess","so ull stay at ericas but my house  sad face"
"Mon Jun 01 21:57:53 PDT 2009","kaitjones","@tommcfly http://twitpic.com/6g55n - Again - It is absolutely adorable "
"Tue Apr 07 03:49:31 PDT 2009","RaeJayz","Is having sleeping problems  It's four in the morning, and I am dying for a drink."
"Sun Jun 07 08:26:42 PDT 2009","MeganGMason","@makenziedk: its working  you did it, how are you this morning. and to reply there will be an arrow!"
"Sat Jun 06 03:14:05 PDT 2009","i_justdontknow","I have a very smart best friend. "
"Mon May 18 02:39:35 PDT 2009","eatlikeagirl","@FoodStories @bibendumwine lol, good point! "
"Sun May 17 08:32:57 PDT 2009","MsLesa88","@Boo_Boo27 welll gennny when ya comin back? i will have a party when ya come back fa sho!!!  and plus i need to know when so we can go out"
"Sun Jun 07 13:25:38 PDT 2009","parawhore182","Gonna have a lovely hot bubble bath "
"Fri May 29 12:25:42 PDT 2009","Dancer4Life13","@NatlovesGuitar awww how cute! Awesome! "
"Sun May 17 07:02:27 PDT 2009","Benniboy22","@sammi_x good song "
"Mon May 11 22:38:27 PDT 2009","thebasilfeed","@tearsofash Hey man, does your podcast have any sort of promo? I'm looking to plug a podcast next week. "
"Tue Apr 21 01:29:49 PDT 2009","georgievale","I'm still ill. Have to cancel my performance on thursday  not good. I also had a strange dream about The Maccabees last night.. aha!"
"Mon Jun 01 09:10:50 PDT 2009","elijah_bs","Last time I tried to go to Elena Avenue, I ended up in &quot;El gallito&quot;...  bad, need to learn to know my way around on the streets "
"Sat May 30 13:53:25 PDT 2009","Mistyuk11","Yay! Diversity in top 2!!! "
"Sun Jun 07 07:15:47 PDT 2009","jordenn","@AbbeyTree oh I have 4  and why not enjoying? Is it really awesome?? "
"Sat Jun 06 13:12:48 PDT 2009","ross__phillips","@AimeeCH it will indeed. When we've established a foundation on youtube we should start a collaboration channel "
"Thu May 14 04:02:02 PDT 2009","TRINOTRON","better clean that piss up. "
"Mon May 04 06:07:30 PDT 2009","renarde","realised that Nestle make Fruit Pastilles, which she uses to combat hypos. Fucksticks. "
"Sun Jun 07 14:06:40 PDT 2009","chelseagama","My tummy hurts  Someone be a doll and text me what time and what channel the laker game is please."
"Sat Apr 18 14:34:46 PDT 2009","elissiamedeiros","@KourtneyKardash happy birthday!!! but i must say... home girl over here does not look 30. happy three-ooo "
