"rm";"id_projeto";"projeto";"tipo_rm";"titulo";"criacao_rm";"termino_rm";"data_corte";"is_backlog"
18585;61;SIG - Sistema Informações Gerenciais;Atendimento;Inclusão de informação com status da análise de anormalidades;"01/12/2017";"18/12/2017";"01/03/2017";0
18587;17;GSAN;Corretiva;GERAR DADOS PARA LEITURA;"01/12/2017";"01/12/2017";"01/03/2017";0
18588;67;Gerencial GSC;Atendimento;Análise do Relatório da Deloitte de AGR V27.11apresentação;"01/12/2017";"18/12/2017";"01/03/2017";0
18589;17;GSAN;Atendimento;Cancelamento das Faturas por Matrícula - GNR Ipojuca;"01/12/2017";"06/12/2017";"01/03/2017";0
18590;17;GSAN;Atendimento;habilitar serviços na caixa da enorsul;"01/12/2017";"16/01/2018";"01/03/2017";0
18591;61;SIG - Sistema Informações Gerenciais;Atendimento;DÚVIDAS NOS INDICADORES REFERENTE AS PLANILHAS DO RM 18326;"01/12/2017";"06/12/2017";"01/03/2017";0
18592;17;GSAN;Atendimento;RD 12/2016;"01/12/2017";"01/12/2017";"01/03/2017";0
18593;3;Alpha;Atendimento;Pré-Contabilização de Ordem de Compra - Contrato de Fornecedor;"01/12/2017";"01/12/2017";"01/03/2017";0
18594;3;Alpha;Atendimento;Erro na aprovação de ordem de pagamento automático;"01/12/2017";"01/12/2017";"01/03/2017";0
18595;61;SIG - Sistema Informações Gerenciais;Atendimento;DÚVIDAS NOS INDICADORES REFERENTE AS PLANILHAS DO RM 18326;"01/12/2017";"01/12/2017";"01/03/2017";0
18597;3;Alpha;Atendimento;Ajustar cod posição dos funcionarios lotados na GGR;"01/12/2017";"01/12/2017";"01/03/2017";0
18598;3;Alpha;Atendimento;viabilizar regra de roteiro de Aprovação para plano de aplicação;"01/12/2017";"20/02/2018";"01/03/2017";0
18600;3;Alpha;Atendimento;Desbloquear usuário e Resetar senha;"01/12/2017";"01/12/2017";"01/03/2017";0
18602;17;GSAN;Atendimento;RD 12/2016;"01/12/2017";"01/12/2017";"01/03/2017";0
18603;3;Alpha;Atendimento;TCE;"01/12/2017";"17/01/2018";"01/03/2017";0
18604;17;GSAN;Atendimento;PARCELAMENTO DESFEITO;"01/12/2017";"05/12/2017";"01/03/2017";0
18605;17;GSAN;Corretiva;Fatura por e-mail - Loja Virtual;"01/12/2017";"06/12/2017";"01/03/2017";0
18606;3;Alpha;Atendimento;Consulta Info Services - Consulta Estoque Plano de Aplicação;"01/12/2017";"05/12/2017";"01/03/2017";0
18607;3;Alpha;Atendimento;TRAVEL - Elaboração docto premissas para trava despesa de viagem;"01/12/2017";"05/12/2017";"01/03/2017";0
18608;3;Alpha;Atendimento;SENHA - Desbloqueio senha de Getulio Pereira;"01/12/2017";"01/12/2017";"01/03/2017";0
18609;3;Alpha;Atendimento;Notas Fiscais do Fornecedor Aços Castros;"01/12/2017";"05/12/2017";"01/03/2017";0
18610;3;Alpha;Atendimento;Colocar o pessoal abaixo da posição da Gerente  substituta;"01/12/2017";"04/12/2017";"01/03/2017";0
18611;3;Alpha;Atendimento;Fluxo Plano de Aplicação-E-mail para GGO;"01/12/2017";"13/03/2018";"01/03/2017";0
18612;28;SIC;Evoluções e Novos Projetos;[Licenciamento Ambiental] Importar planilha dos processos de 2017;"01/12/2017";"08/02/2018";"01/03/2017";0
18613;3;Alpha;Atendimento;Problemas na geração do Arquivo de remessa para o Banco Bradesco;"01/12/2017";"14/12/2017";"01/03/2017";0
18614;3;Alpha;Atendimento;Cancelamento de Nota Fiscal Eletrônica;"01/12/2017";"05/12/2017";"01/03/2017";0
18615;17;GSAN;Atendimento;PROCESSO 208 - EMITIR DEC. QUITACAO ANUAL DEBITOS;"01/12/2017";"04/12/2017";"01/03/2017";0
18616;17;GSAN;Atendimento;Planilha com OS de cortes físicos encerradas;"01/12/2017";"04/12/2017";"01/03/2017";0
18617;17;GSAN;Atendimento;processo 61 - Encerrar arrecadação - parte 1;"02/12/2017";"18/12/2017";"01/03/2017";0
18618;17;GSAN;Atendimento;Processo 104 - GER. ANTES ENCERRAMENTO ARRECADACAO;"02/12/2017";"04/12/2017";"01/03/2017";0
18619;3;Alpha;Atendimento;TRAVEL -  Cadastrar cod apontamento válido;"04/12/2017";"04/12/2017";"01/03/2017";0
18620;17;GSAN;Atendimento;geração de cortes para imóveis cortados;"04/12/2017";"04/12/2017";"01/03/2017";0
18621;17;GSAN;Atendimento;retirada do cod 43;"04/12/2017";"04/12/2017";"01/03/2017";0
18622;3;Alpha;Atendimento;NOVO USUÁRIO;"04/12/2017";"05/12/2017";"01/03/2017";0
18623;17;GSAN;Atendimento;RAs e OS encerrados em NOVEMBRO/2017;"04/12/2017";"26/01/2018";"01/03/2017";0
18624;28;SIC;Atendimento;Exclusão da matrícula 11087 no SIC;"04/12/2017";"06/12/2017";"01/03/2017";0
18625;17;GSAN;Atendimento;[Netbase] - Converter coordenadas das views para o formato UTC;"04/12/2017";"26/01/2018";"01/03/2017";0
18626;17;GSAN;Atendimento;"303 - PROCESSAR ARQUIVO RESETORIZACAO IMOVEIS";"04/12/2017";"04/12/2017";"01/03/2017";0
18627;17;GSAN;Atendimento;Imóveis sem Endereço no Pré-GSAN;"04/12/2017";"05/12/2017";"01/03/2017";0
18628;17;GSAN;Atendimento;"50 -   50 - ENCERRAR A ARRECADAÇÃO PARTE 2";"04/12/2017";"06/12/2017";"01/03/2017";0
18629;3;Alpha;Atendimento;ATIVO FIXO - Reunião para definir roteiro de testes pos migração;"05/12/2017";"05/12/2017";"01/03/2017";0
18631;3;Alpha;Atendimento;Plano de Aplicação - Analisar a possibilidade de criar um novo tipo de servico 'Plano Aplic' no PA;"05/12/2017";"07/12/2017";"01/03/2017";0
18632;3;Alpha;Atendimento;senha bloqueada;"05/12/2017";"05/12/2017";"01/03/2017";0
18633;3;Alpha;Atendimento;Solution - Aplicação dicionário de dados no ambiente CPSACOP;"05/12/2017";"05/12/2017";"01/03/2017";0
18635;3;Alpha;Atendimento;Área Fiscal - Cancelamento de Nota Fiscal;"05/12/2017";"05/12/2017";"01/03/2017";0
18636;3;Alpha;Atendimento;resetar senha;"05/12/2017";"05/12/2017";"01/03/2017";0
18637;3;Alpha;Atendimento;Liberar acesso ao projeto ALPHA;"05/12/2017";"05/12/2017";"01/03/2017";0
18638;3;Alpha;Atendimento;Erro DE/PARA na Área Fiscal;"05/12/2017";"07/12/2017";"01/03/2017";0
18639;3;Alpha;Atendimento;PATRIMÔNIO - Mapear AF não migrado pela consultoria;"05/12/2017";"07/12/2017";"01/03/2017";0
18641;32;GHE - Gestão de Horas Extras;Correções;Unidades operacionais não contabilizam na Coordenação;"05/12/2017";"22/02/2019";"01/03/2017";0
18642;13;JUSCOMPESA;Atendimento;Tramitação de Processos;"05/12/2017";"28/12/2017";"01/03/2017";0
18644;17;GSAN;Atendimento;ajustar tela de analise de excecoes de leitura;"05/12/2017";"07/12/2017";"01/03/2017";0
18645;17;GSAN;Atendimento;Processo 5 - GERAR DADOS DIARIOS ARRECADACAO;"06/12/2017";"06/12/2017";"01/03/2017";0
18647;17;GSAN;Atendimento;ERRO DE CÁLCULO DO CONSUMO MEDIDO;"06/12/2017";"12/12/2017";"01/03/2017";0
18648;61;SIG - Sistema Informações Gerenciais;Atendimento;Corrigir campos editáveis do pré-gsan;"06/12/2017";"02/01/2018";"01/03/2017";0
18649;17;GSAN;Atendimento;Processo 2 - FATURAR GRUPO FATURAMENTO GR-08;"06/12/2017";"06/02/2018";"01/03/2017";0
18650;17;GSAN;Atendimento;Alterar para a nova caixa;"06/12/2017";"06/12/2017";"01/03/2017";0
18651;17;GSAN;Atendimento;Emissão de Extrato Unificado para Dia 29/12/2017.;"06/12/2017";"15/12/2017";"01/03/2017";0
18652;61;SIG - Sistema Informações Gerenciais;Atendimento;Planilhas para Boletim de Medição;"06/12/2017";"07/12/2017";"01/03/2017";0
18653;3;Alpha;Atendimento;Liberar acesso;"06/12/2017";"06/12/2017";"01/03/2017";0
18654;17;GSAN;Atendimento;Cancelar Parcelamento;"06/12/2017";"08/02/2018";"01/03/2017";0
18656;17;GSAN;Atendimento;Criação de caixa;"06/12/2017";"06/12/2017";"01/03/2017";0
18657;3;Alpha;Atendimento;liberar acesso;"06/12/2017";"06/12/2017";"01/03/2017";0
18658;3;Alpha;Atendimento;MUDANÇA DA CONTA MOVIMENTO;"06/12/2017";"14/12/2017";"01/03/2017";0
18659;3;Alpha;Atendimento;ACESSO AO ALPHA;"06/12/2017";"07/12/2017";"01/03/2017";0
18660;17;GSAN;Evolutiva;Protocolo da Reiteração de RA;"06/12/2017";"04/04/2018";"01/03/2017";0
18661;17;GSAN;Atendimento;"2 via de fatura sem código de barras";"06/12/2017";"07/12/2017";"01/03/2017";0
18662;61;SIG - Sistema Informações Gerenciais;Atendimento;ATUALIZAR QUERY NO SIG;"07/12/2017";"04/12/2018";"01/03/2017";0
18663;3;Alpha;Atendimento;Solicitação de acesso ao Alpha;"07/12/2017";"12/12/2017";"01/03/2017";0
18664;17;GSAN;Atendimento;Atualização Query - Receitas Indiretas;"07/12/2017";"12/12/2017";"01/03/2017";0
18665;20;SIM;Evoluções e Novos Projetos;Substituição de campo na Obra;"07/12/2017";"16/02/2018";"01/03/2017";0
18666;3;Alpha;Evoluções e Novos Projetos;Integração Gsan X Alpha;"07/12/2017";"13/08/2018";"01/03/2017";0
18667;3;Alpha;Atendimento;PROJETO - Alterar o objeto do PA 1403/2017, referente ao ID Projeto PJ017DTE17;"07/12/2017";"07/12/2017";"01/03/2017";0
18668;17;GSAN;Corretiva;Recepcionar fiscalização esta zerando a quantidade dos recepcionados no cadastro;"07/12/2017";"12/12/2017";"01/03/2017";0
18669;3;Alpha;Atendimento;PATRIMÔNIO - Criar base migração dos ativos não contemplados no levantamento da consultoria AFIXIBI;"07/12/2017";"09/01/2018";"01/03/2017";0
18670;17;GSAN;Atendimento;Query - Debito Estado até 10/2017.;"07/12/2017";"07/12/2017";"01/03/2017";0
18671;3;Alpha;Atendimento;Suporte ao usuário no uso do redmine;"07/12/2017";"07/12/2017";"01/03/2017";0
18672;17;GSAN;Atendimento;Verificar Situação Especial de Faturamento - Faturar Taxa Mínima;"07/12/2017";"17/01/2018";"01/03/2017";0
18673;3;Alpha;Atendimento;CANCELAMENTO DE NOTA FISCAL DE REMESSA PARA  DEMOSTRAÇÃO;"07/12/2017";"16/03/2018";"01/03/2017";0
18674;3;Alpha;Atendimento;Devolução de Adiantamento de Diaria Superior e nova Prestação de contas Nivel médio;"07/12/2017";"18/12/2017";"01/03/2017";0
18675;3;Alpha;Atendimento;Criar usuário no ALPHA;"07/12/2017";"07/12/2017";"01/03/2017";0
18676;3;Alpha;Atendimento;admin/solution alteração de senha;"07/12/2017";"07/12/2017";"01/03/2017";0
18677;3;Alpha;Atendimento;Apuração Fiscal dos Contratos da BRK;"07/12/2017";"07/12/2017";"01/03/2017";0
18678;3;Alpha;Atendimento;CT.PS.17.3.242 = LATINIFS TECNOLOGIA DA INFORMACAO SA - Projeto S11359 (Sistema ERP - Alpha);"07/12/2017";"30/01/2018";"01/03/2017";0
18679;3;Alpha;Atendimento;Identificação de todos os materiais com preço do fornecedor primário abaixo de R$ 1,00;"07/12/2017";"12/12/2017";"01/03/2017";0
18682;28;SIC;Atendimento;Planilha Ponto de Caso de Uso - SIC;"11/12/2017";"09/01/2018";"01/03/2017";0
18683;17;GSAN;Atendimento;FISCALIZAÇÃO PARA SUPRIMIDO E LIGADO SUSPENSO ATRAVÉS DA ROTA DE LEITURA;"11/12/2017";"09/02/2018";"01/03/2017";0
18686;28;SIC;Atendimento;Remover Opção RH - Assessores de Diretoria;"11/12/2017";"11/12/2017";"01/03/2017";0
18687;43;Compesa Mobile;Correções;Sistema Notificação Depreciado;"11/12/2017";"09/01/2018";"01/03/2017";0
18688;17;GSAN;Atendimento;Relatório arrecadação GSAN;"11/12/2017";"23/02/2018";"01/03/2017";0
18689;3;Alpha;Atendimento;Resetar senha;"11/12/2017";"11/12/2017";"01/03/2017";0
18690;3;Alpha;Atendimento;Resetar senha;"11/12/2017";"11/12/2017";"01/03/2017";0
18691;3;Alpha;Atendimento;Resetar senha;"11/12/2017";"11/12/2017";"01/03/2017";0
18692;3;Alpha;Atendimento;Liberar acesso ao Projeto ALPHA;"11/12/2017";"11/12/2017";"01/03/2017";0
18693;3;Alpha;Atendimento;Não consegue imprimir BM;"11/12/2017";"11/12/2017";"01/03/2017";0
18694;17;GSAN;Atendimento;Gerar boleto;"11/12/2017";"15/12/2017";"01/03/2017";0
18695;67;Gerencial GSC;Atendimento;Orientação sobre atendimento;"11/12/2017";"07/02/2019";"01/03/2017";0
18696;17;GSAN;Corretiva;Problema em 11/12/2017.;"11/12/2017";"11/01/2018";"01/03/2017";0
18697;3;Alpha;Atendimento;PureFinancials - menu pagamento;"11/12/2017";"11/12/2017";"01/03/2017";0
18699;3;Alpha;Atendimento;Erro da Ordem de Venda;"11/12/2017";;"01/03/2017";0
18700;61;SIG - Sistema Informações Gerenciais;Atendimento;Solicito a atualização do arquivo IAA e IAE;"11/12/2017";"12/12/2017";"01/03/2017";0
18701;3;Alpha;Atendimento;Reunião - SISTEMAS PARA MÓDULO DE GESTÃO DE PESSOAL E TRENAMENTOS (ALPHA, SIC, RFE E HUMANUS);"12/12/2017";"12/12/2017";"01/03/2017";0
18702;39;GABI;Atendimento;Relatorio arrecadação e faturamento BI;"12/12/2017";"10/01/2019";"01/03/2017";0
18703;3;Alpha;Atendimento;admin/solution - alteração de senha;"12/12/2017";"12/12/2017";"01/03/2017";0
18704;3;Alpha;Atendimento;ERRO DE CONTA - LANÇAMENTO DE TÍTULO NO ALPHA;"12/12/2017";"12/12/2017";"01/03/2017";0
18705;17;GSAN;Atendimento;Levantamento dos serviços executados pela Enorsul;"12/12/2017";"13/12/2017";"01/03/2017";0
18706;17;GSAN;Atendimento;Incluir Grupo de Faturamento.;"12/12/2017";"12/12/2017";"01/03/2017";0
18707;3;Alpha;Atendimento;Erro ao aplicar delivery;"12/12/2017";"12/12/2017";"01/03/2017";0
18708;17;GSAN;Corretiva;Ajustes nos campos editáveis da inscrição no Pré-GSAN;"12/12/2017";"27/12/2017";"01/03/2017";0
18710;3;Alpha;Atendimento;Resetar senha;"12/12/2017";"12/12/2017";"01/03/2017";0
18711;3;Alpha;Atendimento;resetar senha;"12/12/2017";"12/12/2017";"01/03/2017";0
18712;39;GABI;Atendimento;Atualização da query  de faturamento e arrecadação;"12/12/2017";"14/08/2018";"01/03/2017";0
18713;3;Alpha;Atendimento;Inserir XML - Devolução NFe;"12/12/2017";"12/12/2017";"01/03/2017";0
18714;17;GSAN;Atendimento;RD 12/2016;"12/12/2017";"12/12/2017";"01/03/2017";0
18715;3;Alpha;Atendimento;Criação de View no alpha para acesso do GSAN;"12/12/2017";"12/12/2017";"01/03/2017";0
18716;38;BI Desenvolvimento;Atendimento;[COMERCIAL] Criar filtros para aglomerados subnormais;"12/12/2017";"20/06/2018";"01/03/2017";0
18717;17;GSAN;Atendimento;Planilha com informações de percentuais de esgoto em Salgueiro;"12/12/2017";"13/12/2017";"01/03/2017";0
18718;3;Alpha;Atendimento;ERRO: Já existe um título para este nº de título;"12/12/2017";"29/01/2018";"01/03/2017";0
18719;17;GSAN;Desenvolvimento;Ajuste na procedure de geração do boletim de medição do cadastro;"12/12/2017";"27/12/2017";"01/03/2017";0
18720;17;GSAN;Atendimento;rateio nao realizado mat 76423239;"12/12/2017";"13/12/2017";"01/03/2017";0
18721;3;Alpha;Atendimento;Atualizar telas após aplicar delivery;"12/12/2017";"12/12/2017";"01/03/2017";0
18722;28;SIC;Atendimento;Cadastro de Colaborador;"12/12/2017";"25/05/2018";"01/03/2017";0
18723;17;GSAN;Atendimento;ABF NOVAS ROTAS - IMOVEIS MEDIDIDOS E NAO MEDIDOS;"12/12/2017";"14/12/2017";"01/03/2017";0
18724;61;SIG - Sistema Informações Gerenciais;Atendimento;Inconsistências na planilha do BM existente no RM 18652;"12/12/2017";;"01/03/2017";0
18725;3;Alpha;Atendimento;Erro na confirmação de notas fiscais de saída;"12/12/2017";"29/01/2018";"01/03/2017";0
18726;17;GSAN;Atendimento;Vencimento Alternativo;"13/12/2017";"26/01/2018";"01/03/2017";0
18727;17;GSAN;Corretiva;Programa Fidelização;"13/12/2017";"10/01/2018";"01/03/2017";0
18728;17;GSAN;Atendimento;Recuperação de arquivo individual do setor 815, localidade 99- Ouricuri;"13/12/2017";"13/12/2017";"01/03/2017";0
18730;17;GSAN;Atendimento;retirar todo o sequencial de rota dos imóveis de Timbaúba;"13/12/2017";"18/12/2017";"01/03/2017";0
18731;17;GSAN;Atendimento;Reativação de Matrícula 77123344;"13/12/2017";"13/12/2017";"01/03/2017";0
18732;17;GSAN;Atendimento;DISPONIBILIZAR HIDRÔIMETRO;"13/12/2017";"02/01/2018";"01/03/2017";0
18733;17;GSAN;Atendimento;"303 - PROCESSAR ARQUIVO RESETORIZACAO IMOVEIS";"13/12/2017";"14/12/2017";"01/03/2017";0
18734;39;GABI;Atendimento;Gerar kuery de premissas;"13/12/2017";"10/01/2018";"01/03/2017";0
18735;17;GSAN;Atendimento;Avisos válidos;"13/12/2017";"19/12/2017";"01/03/2017";0
18736;17;GSAN;Atendimento;Reativar matrícula 78032849;"13/12/2017";"27/12/2017";"01/03/2017";0
18737;17;GSAN;Atendimento;RETIRAR DO CODIGO 43;"13/12/2017";"20/12/2017";"01/03/2017";0
18738;17;GSAN;Atendimento;Retirar marcação de exclusão da mat 108227952 da sala virtual;"14/12/2017";"27/12/2017";"01/03/2017";0
18739;17;GSAN;Corretiva;Erro na configuração do relatório R1447-A;"14/12/2017";"02/03/2018";"01/03/2017";0
18741;28;SIC;Correções;Erro ao incluir QCI;"14/12/2017";"20/12/2017";"01/03/2017";0
18745;17;GSAN;Atendimento;Verificação religação - ação comando;"14/12/2017";"18/12/2017";"01/03/2017";0
18765;28;SIC;Atendimento;Notificação de Validação de Unidade já validada;"14/12/2017";"14/12/2017";"01/03/2017";0
18766;57;ITC ;Evoluções e Novos Projetos;Artefatos iniciais de modelagem do Ciclope;"14/12/2017";"14/12/2017";"01/03/2017";0
18767;28;SIC;Atendimento;Usuário ou Senha inválido - SIC;"14/12/2017";"14/12/2017";"01/03/2017";0
18768;3;Alpha;Atendimento;Contrato CT.OS. 15.4.032 da CONSTRUTORA TRIEDRO LTDA;"14/12/2017";"14/12/2017";"01/03/2017";0
18769;3;Alpha;Atendimento;impossibilitada de fazer lançamentos de notas;"14/12/2017";"14/12/2017";"01/03/2017";0
18770;17;GSAN;Atendimento;Cobrança indevida de Juros e Multa;"14/12/2017";"06/04/2018";"01/03/2017";0
18771;17;GSAN;Atendimento;Liberar permissão especial;"14/12/2017";"15/12/2017";"01/03/2017";0
18772;16;SGCQ;Atendimento;Problema na exibição do Relatorio de Análise para Laboratório;"14/12/2017";"21/12/2017";"01/03/2017";0
18773;17;GSAN;Atendimento;retirar cod 43;"14/12/2017";"20/12/2017";"01/03/2017";0
18775;17;GSAN;Atendimento;PROCESSO 341 - PROCESSOS PARA EXECUCAO DIARIA;"14/12/2017";"02/01/2018";"01/03/2017";0
18777;17;GSAN;Atendimento;"Acesso a funcionalidade negado ""Filtrar OS encerrada Acompanhamento Servico""";"15/12/2017";"18/12/2017";"01/03/2017";0
18778;3;Alpha;Atendimento;admin/solution - alteração de senha;"15/12/2017";"15/12/2017";"01/03/2017";0
18780;38;BI Desenvolvimento;Atendimento;[SAT] Atualização;"15/12/2017";"15/12/2017";"01/03/2017";0
18781;61;SIG - Sistema Informações Gerenciais;Atendimento;Inserir colunas na Query de Contas Retificadas do SIG;"15/12/2017";"19/12/2017";"01/03/2017";0
18782;3;Alpha;Atendimento;Divergência de importação Alpha/SGMAP;"15/12/2017";"15/12/2017";"01/03/2017";0
18783;17;GSAN;Atendimento;QUERYS GEV DE NOVEMBRO DE 2017;"15/12/2017";"19/12/2017";"01/03/2017";0
18784;3;Alpha;Atendimento;Ajustes na view BID2_PAGAMENTOS2_COM_OC;"15/12/2017";"02/01/2018";"01/03/2017";0
18785;28;SIC;Correções;Autenticação Sistema Reserva de Sala;"15/12/2017";"29/12/2017";"01/03/2017";0
18786;17;GSAN;Atendimento;Incluir Logradouro matrícula 1031382.1;"15/12/2017";"26/12/2017";"01/03/2017";0
18787;17;GSAN;Atendimento;Relação em Excel;"15/12/2017";"15/12/2017";"01/03/2017";0
18790;3;Alpha;Atendimento;REMOVER AS DESPESAS DAS INFORMAÇÕES FINANCEIRAS DE DOIS PROCESSOS ADMINISTRATIVOS;"18/12/2017";"18/12/2017";"01/03/2017";0
18791;20;SIM;Evoluções e Novos Projetos;Complementação - Informações Gerenciais Parte 2;"18/12/2017";"23/02/2018";"01/03/2017";0
18792;17;GSAN;Atendimento;Perdas no micromedidos;"18/12/2017";"18/12/2017";"01/03/2017";0
18793;17;GSAN;Evolutiva;Teste :: Campo Qualidade Escopo;"18/12/2017";"18/12/2017";"01/03/2017";0
18795;28;SIC;Atendimento;Validação de Unidades;"18/12/2017";"23/02/2018";"01/03/2017";0
18796;3;Alpha;Atendimento;Criar novo acesso ao ALPHA;"18/12/2017";"18/12/2017";"01/03/2017";0
18797;17;GSAN;Atendimento;Implantar imóvel na RD 12/2016;"18/12/2017";"27/12/2017";"01/03/2017";0
18799;17;GSAN;Atendimento;Planilha com informações de percentuais de esgoto em Petrolina;"18/12/2017";"19/12/2017";"01/03/2017";0
18800;17;GSAN;Evolutiva;Incluir campo de parecer nas devoluçoes de O.S. por falta de material e de paracer técnico no GSANAS;"18/12/2017";;"01/03/2017";0
18801;17;GSAN;Atendimento;Reativar matrícula 104921412;"18/12/2017";"20/12/2017";"01/03/2017";0
18802;17;GSAN;Atendimento;Reativação da matrícula 104921412;"18/12/2017";"18/12/2017";"01/03/2017";0
18803;17;GSAN;Atendimento;Dados de faturamento de esgoto por sistema de coleta.;"18/12/2017";"19/01/2018";"01/03/2017";0
18804;17;GSAN;Corretiva;Implantar imóvel na RD 12/2016;"18/12/2017";"10/01/2018";"01/03/2017";0
18805;3;Alpha;Atendimento;admin/solution - alteração de senha;"18/12/2017";"18/12/2017";"01/03/2017";0
18806;3;Alpha;Atendimento;admin/solution - alteração de senha;"18/12/2017";"18/12/2017";"01/03/2017";0
18807;3;Alpha;Atendimento;Conta Bloqueada;"18/12/2017";"18/12/2017";"01/03/2017";0
18808;17;GSAN;Atendimento;RA Contrato de Parcelamento;"18/12/2017";"18/12/2017";"01/03/2017";0
18809;17;GSAN;Evolutiva;RESUMO DAS AÇÕES DE COBRANÇA - TIPO DE CORTE;"18/12/2017";"05/06/2018";"01/03/2017";0
18810;64;SCL- Sistema Controle Licitações;Evoluções e Novos Projetos;Transparência e Publicidade - Lei nº 13.303/2016;"18/12/2017";"05/03/2018";"01/03/2017";0
18811;64;SCL- Sistema Controle Licitações;Evoluções e Novos Projetos;Elaboração de protótipo do novo portal de transparência;"18/12/2017";"11/05/2018";"01/03/2017";0
18812;61;SIG - Sistema Informações Gerenciais;Atendimento;Relatorio SIG - SAD;"18/12/2017";"22/02/2018";"01/03/2017";0
18813;3;Alpha;Atendimento;GMM - alteração do relatório MTTR;"18/12/2017";"27/02/2018";"01/03/2017";0
18814;32;GHE - Gestão de Horas Extras;Atendimento;"Reativar botão ""Grupo permissão especialidade""";"19/12/2017";"19/02/2018";"01/03/2017";0
18815;17;GSAN;Atendimento;RA;"19/12/2017";"20/12/2017";"01/03/2017";0
18816;13;JUSCOMPESA;Atendimento;REMOVER AS DESPESAS DAS INFORMAÇÕES FINANCEIRAS DE DOIS PROCESSOS ADMINISTRATIVOS;"19/12/2017";"20/12/2017";"01/03/2017";0
18817;17;GSAN;Atendimento;Processo 341 - PROCESSOS PARA EXECUCAO DIARIA;"19/12/2017";"19/12/2017";"01/03/2017";0
18818;17;GSAN;Atendimento;Avisos Válidos;"19/12/2017";"20/12/2017";"01/03/2017";0
18819;28;SIC;Evoluções e Novos Projetos;Descrição das Atividades - Nova Funcionalidade;"19/12/2017";"24/04/2018";"01/03/2017";0
18821;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Criar visão Cortes/Religações;"20/12/2017";"15/01/2018";"01/03/2017";0
18822;17;GSAN;Atendimento;[COMERCIAL] Campos para análise de Negociações;"20/12/2017";"12/04/2018";"01/03/2017";0
18823;17;GSAN;Atendimento;Colocar faturas em revisão;"20/12/2017";"27/12/2017";"01/03/2017";0
18824;17;GSAN;Atendimento;Envio avisos de corte GCA;"20/12/2017";"02/01/2018";"01/03/2017";0
18825;28;SIC;Atendimento;Acesso Assessor de Diretoria;"20/12/2017";"25/01/2018";"01/03/2017";0
18827;13;JUSCOMPESA;Evoluções e Novos Projetos;"Criação do campo ""Causa""";"20/12/2017";"28/12/2017";"01/03/2017";0
18829;17;GSAN;Atendimento;Trâmite automático do sistema GSAN das demandas da internet - Esgoto RMR;"21/12/2017";"08/03/2018";"01/03/2017";0
18830;38;BI Desenvolvimento;Atendimento;[PLANO DE METAS] Atualização;"21/12/2017";"21/12/2017";"01/03/2017";0
18831;17;GSAN;Atendimento;Parcelar boleto - Análise de projeto;"21/12/2017";"28/05/2018";"01/03/2017";0
18833;38;BI Desenvolvimento;Atendimento;[PLANO DE METAS] Atualização;"21/12/2017";"21/12/2017";"01/03/2017";0
18835;16;SGCQ;Atendimento;Reabilitar Recipiente para recebimento da amostra;"21/12/2017";"21/12/2017";"01/03/2017";0
18838;3;Alpha;Atendimento;adimn.solution - alteração de senha;"21/12/2017";"21/12/2017";"01/03/2017";0
18839;17;GSAN;Atendimento;Solicitação de query - dados de faturamento e arrecadação (baseline PPP);"21/12/2017";"22/12/2017";"01/03/2017";0
18840;3;Alpha;Atendimento;Sistema de fluxo de atendimentodas demandas dos produtos químicos;"21/12/2017";"04/06/2018";"01/03/2017";0
18841;17;GSAN;Atendimento;PLANILHA OPERACIONAL | Inclusão do campo CICLO DA OS.;"21/12/2017";"06/02/2018";"01/03/2017";0
18842;3;Alpha;Atendimento;admin/solution - alteração de senha;"21/12/2017";"21/12/2017";"01/03/2017";0
18844;38;BI Desenvolvimento;Evoluções e Novos Projetos;[COMERCIAL] Adequação da Base de Débito Clientes Débito Automático SIG / BI;"21/12/2017";"22/02/2019";"01/03/2017";0
18845;32;GHE - Gestão de Horas Extras;Atendimento;Importação de Meta 2018;"21/12/2017";"29/12/2017";"01/03/2017";0
18846;17;GSAN;Atendimento;imoveis que aderiram a RD 12, foram pagas e canceladas;"21/12/2017";"27/12/2017";"01/03/2017";0
18851;3;Alpha;Atendimento;ALPHA 9 - mobile - reunião com consultor IFS;"22/12/2017";"22/12/2017";"01/03/2017";0
18852;17;GSAN;Atendimento;Dados Comerciais BRK;"22/12/2017";"26/02/2018";"01/03/2017";0
18854;16;SGCQ;Atendimento;Reabrir amostra para Alteração do Resultado;"22/12/2017";"22/12/2017";"01/03/2017";0
18857;17;GSAN;Atendimento;Implantar imóvel na RD 12/2016;"22/12/2017";"27/12/2017";"01/03/2017";0
18858;61;SIG - Sistema Informações Gerenciais;Atendimento;ATUALIZACAO  ARQUIVO  CONTROLE PRODUTIVIDADE - SIG;"22/12/2017";"15/05/2018";"01/03/2017";0
18859;3;Alpha;Atendimento;Criação de novo usuário ALPHA;"22/12/2017";"22/12/2017";"01/03/2017";0
18860;28;SIC;Correções;ESCALA DE TRABALHO;"22/12/2017";"19/03/2018";"01/03/2017";0
18861;17;GSAN;Atendimento;Permitir utilização da empresa COMPESA na carteira de Mário Gouveia.;"22/12/2017";"22/12/2017";"01/03/2017";0
18863;3;Alpha;Atendimento;Resetar senha;"22/12/2017";"22/12/2017";"01/03/2017";0
